year,month,interest_rate,unemployment_rate,index_price
2014,8,2.271925848798615,11.42980900784531,888.3025768969062
2018,6,0.8873638447702572,7.313893814637062,987.5788901725194
2011,11,6.113482960288297,6.52310213117392,1183.0817796763208
2022,3,6.936861437501683,12.712333865742163,1104.5387626046056
2019,1,0.6575843748146335,12.721360736150169,714.7533537929709
2024,3,5.364884053843169,13.404867822961243,1029.9359005009376
2002,5,2.6517098643804107,13.958886630677656,751.4057448219445
2004,3,6.629141508889774,9.136108786331253,1041.867413958177
2018,1,2.1564810755474184,9.018195536246395,837.8946070933898
2006,5,7.063908511973427,12.579542147601302,944.7806559565395
2020,10,4.173985789855106,10.799567169333182,951.2521380036992
2008,7,9.398934892998978,11.42360252709244,1225.3355347245144
2006,7,1.8064489693869359,12.549512033233214,821.4800762643168
2017,11,3.7401303349774557,13.680064101810796,839.6286999208351
2003,9,1.577998451785596,7.05594188221843,861.8258984841623
2024,10,9.284589373646346,7.506995431679329,1372.1007585305608
2013,10,8.83472385711932,4.127783278090428,1383.5100199669146
2017,12,2.9504454632939785,9.939361691954087,980.8881266047802
2008,3,6.7698484373247005,3.431307285560905,1249.3937986200524
2020,7,8.263610901911552,8.587176217589523,1303.0224079569418
2001,1,5.774407710194892,9.51173561649092,996.4070771215291
2019,4,5.531680494382061,6.438495025539413,1221.1279095063137
2014,4,2.797596763554291,10.089999126828129,893.6278412584436
2006,5,1.3844762941560425,3.366002999268593,967.5889905843255
2011,7,9.023549700556604,3.448178264990573,1498.3480190701116
2007,7,9.05397154305164,12.871206727915899,1154.8237294424507
2014,11,6.514463844096046,7.322287696935154,1086.4523062899868
2002,4,3.7207830149626564,4.524726151822618,1037.958690603959
2013,7,3.8174909588202786,9.266919120657652,1038.1131204102132
2016,11,7.396578949267274,12.23992263718333,1022.7982448871875
2003,3,9.022547469549483,5.589852329962119,1336.965720054766
2017,6,8.927321030518614,10.474685709828004,1250.4782854045802
2007,12,7.908817685647427,4.024169579925216,1274.758467980019
2003,2,6.599300638465734,3.6201806540232924,1235.9187599902975
2001,10,1.299329667452964,9.376255578817776,684.1779285766008
2005,9,2.0354727838988307,9.487621459321279,930.666571243639
2021,5,9.036264791007254,10.649158817978478,1221.8838495511623
2009,6,6.261076066766105,11.71309600467194,1046.85157576696
2003,12,0.5873719903579817,14.710224953550416,633.753917985158
2021,12,1.463979657227305,9.195604179614344,970.2248968779343
2017,12,6.80326680652653,6.875477675294952,1197.23383972235
2011,12,0.5480850465390775,12.542234337224444,716.3283585865938
2001,4,2.0276764884662373,6.249987015144891,946.8396740996915
2009,11,5.712970998982568,8.267657048467633,1126.2459180666235
2003,10,7.073004378080586,3.9414765761071915,1308.1236385412599
2013,7,6.693631965274705,3.30420892098549,1276.6862441054047
2015,12,2.630558439875318,14.5517809761351,736.7631205444917
2014,9,7.265702602801591,13.03176144614647,1110.337855068094
2007,7,2.7538663312196006,11.351690473124375,730.2888056186418
2013,1,3.591297132513043,7.907435332971239,1085.8434106636487
2022,1,7.591668348621229,5.07953184085015,1322.0812501017417
2024,9,6.671512540948539,4.877244512053032,1307.030150236321
2007,11,8.56762239969469,6.002914777975144,1249.1765465894725
2020,9,6.747322476853262,9.590719976473446,1147.234750271669
2015,4,5.8989317316869805,11.575151072400748,1086.2489657113724
2012,9,1.3899102943668784,10.922368520612775,840.3676141731627
2017,3,3.9933001290646186,6.359206763351314,1118.5231277427117
2014,7,3.0194224929763918,14.45838336795833,791.6632739166569
2020,6,2.817901612101294,11.854763000349223,812.971691970984
2023,8,9.743600270148233,9.652248630136809,1270.4057089274204
2024,11,4.234428384334224,10.340648954812227,1004.341888740786
2012,9,8.974442274182577,8.035200749133478,1290.5499139565663
2008,5,6.4958169469739975,5.9727718740138895,1189.090324354227
2014,1,8.05070738364566,7.271672143815139,1303.5604201857518
2012,3,5.275052384499325,12.09415332557243,984.6093888441717
2000,10,5.980586903950411,3.1727218635570704,1206.565218187737
